TAHUN,KUMPULAN KOMODITI,KOMODITI,NEGERI,DAERAH,LUAS_BERTANAM_HA,LUAS_BERHASIL_HA,PENGELUARAN_MT
2020,BUAH-BUAHAN,TEMBIKAI,KELANTAN,KOTA BHARU,176.24,174.94,3233.91
2020,BUAH-BUAHAN,TEMBIKAI,JOHOR,JOHOR BAHRU,210.00,180.00,3240.00
2020,BUAH-BUAHAN,TEMBIKAI,JOHOR,SEGAMAT,225.00,225.00,3264.83
2020,BUAH-BUAHAN,TEMBIKAI,KELANTAN,JELI,197.57,185.14,3366.64
2020,BUAH-BUAHAN,TEMBIKAI,SARAWAK,LUNDU,294.90,213.40,3822.00
2020,BUAH-BUAHAN,TEMBIKAI,JOHOR,KLUANG,270.00,270.00,4205.05
2020,BUAH-BUAHAN,TEMBIKAI,PAHANG,PEKAN,662.30,662.30,4739.50
2020,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,SETIU,371.78,371.78,6337.02
2020,BUAH-BUAHAN,TEMBIKAI,JOHOR,KOTA TINGGI,453.00,362.50,7670.50
2020,BUAH-BUAHAN,TEMBIKAI,KELANTAN,PASIR PUTEH,373.32,372.03,8088.81
2020,BUAH-BUAHAN,TEMBIKAI,NEGERI SEMBILAN,JEMPOL,404.00,404.00,8585.00
2020,BUAH-BUAHAN,TEMBIKAI,PAHANG,ROMPIN,1270.60,1270.60,11893.94
2020,BUAH-BUAHAN,TEMBIKAI,KELANTAN,BACHOK,1043.59,1036.43,19923.26
2021,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,JERANTUT,0.20,0.20,0.00
2021,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,KUANTAN,0.06,0.02,0.50
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BELURU,0.60,0.00,0.00
2021,BUAH-BUAHAN,TEMBIKAI SUSU,NEGERI SEMBILAN,SEREMBAN,0.12,0.12,1.00
2021,BUAH-BUAHAN,TEMBIKAI WANGI,KEDAH,LANGKAWI,0.15,0.15,2.02
2021,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,RAUB,1.00,0.40,3.00
2021,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,KOTA TINGGI,0.30,0.30,5.00
2021,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,BERA,0.40,0.40,6.25
2021,BUAH-BUAHAN,TEMBIKAI SUSU,PULAU PINANG,SEBERANG PERAI UTARA,0.60,0.60,6.50
2021,BUAH-BUAHAN,TEMBIKAI WANGI,SELANGOR,KUALA LANGAT,0.40,0.40,7.00
2021,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,MUAR,0.47,0.42,7.15
2021,BUAH-BUAHAN,TEMBIKAI WANGI,TERENGGANU,MARANG,1.80,1.80,6.40
2021,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,PASIR MAS,0.47,0.47,9.87
2021,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,HILIR PERAK,0.80,0.80,11.04
2021,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,GUA MUSANG,2.62,1.20,10.70
2021,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,PASIR PUTEH,1.20,1.20,14.40
2021,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,TUMPAT,0.80,0.80,15.60
2021,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,GOMBAK,0.60,0.60,16.24
2021,BUAH-BUAHAN,TEMBIKAI SUSU,KEDAH,KULIM,0.60,0.60,16.55
2021,BUAH-BUAHAN,TEMBIKAI WANGI,JOHOR,MERSING,1.20,0.80,18.65
2021,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,BAGAN DATOK,1.40,1.40,20.48
2021,BUAH-BUAHAN,TEMBIKAI WANGI,KEDAH,SIK,1.50,1.50,22.00
2021,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,PERAK TENGAH,3.80,2.20,19.03
2021,BUAH-BUAHAN,TEMBIKAI SUSU,PERLIS,PERLIS,4.12,4.12,17.00
2021,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,MACHANG,1.20,1.20,24.00
2021,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,SABAK BERNAM,2.90,2.90,21.00
2021,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,KINTA,1.15,1.15,32.17
2021,BUAH-BUAHAN,TEMBIKAI SUSU,KEDAH,SIK,2.10,2.09,30.73
2021,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,LIPIS,3.50,3.50,37.84
2021,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,PETALING,3.15,2.48,41.67
2021,BUAH-BUAHAN,TEMBIKAI SUSU,MELAKA,MELAKA TENGAH,4.68,4.31,40.47
2021,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,ROMPIN,3.10,3.10,47.15
2021,BUAH-BUAHAN,TEMBIKAI SUSU,NEGERI SEMBILAN,KUALA PILAH,4.00,2.40,51.84
2021,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,KUALA NERUS,4.80,4.60,56.15
2021,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,HULU LANGAT,3.50,3.50,62.97
2021,BUAH-BUAHAN,TEMBIKAI SUSU,KEDAH,POKOK SENA,1.96,1.96,69.00
2021,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,HULU SELANGOR,3.48,3.45,83.95
2021,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,MARANG,10.80,10.80,89.84
2021,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,PASIR PUTEH,6.20,6.20,105.98
2021,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,MANJUNG,6.30,6.30,106.01
2021,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,PASIR MAS,4.96,4.96,109.95
2021,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,KLUANG,10.00,10.00,100.00
2021,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,KOTA BHARU,6.00,6.00,126.00
2021,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,BESUT,11.93,11.00,133.72
2021,BUAH-BUAHAN,TEMBIKAI SUSU,MELAKA,JASIN,21.60,11.60,123.50
2021,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,KUALA TERENGGANU,14.60,10.80,132.15
2021,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,KUALA SELANGOR,15.90,13.00,140.07
2021,BUAH-BUAHAN,TEMBIKAI SUSU,MELAKA,ALOR GAJAH,16.40,16.40,142.08
2021,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,BATU PAHAT,17.80,10.36,164.42
2021,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,SEPANG,12.00,12.00,201.50
2021,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,DUNGUN,11.70,11.40,255.85
2021,BUAH-BUAHAN,TEMBIKAI SUSU,KEDAH,KUBANG PASU,28.85,28.80,226.76
2021,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,BACHOK,13.29,13.29,285.60
2021,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,KLANG,20.80,20.80,296.53
2021,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,SETIU,24.40,24.40,361.00
2021,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,KUALA LANGAT,30.10,30.10,743.10
2021,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,KOTA BHARU,54.85,51.65,1171.35
2021,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,SEGAMAT,114.00,85.00,1399.14
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,LUBOK ANTU,1.00,0.10,1.50
2021,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,JOHOR BAHRU,138.00,137.85,3096.66
2021,BUAH-BUAHAN,TEMBIKAI,PAHANG,BERA,1.60,0.80,2.78
2021,BUAH-BUAHAN,TEMBIKAI,PERAK,KERIAN,0.10,0.10,3.20
2021,BUAH-BUAHAN,TEMBIKAI,SABAH,KOTA KINABALU,0.50,0.50,3.40
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,TANJUNG MANIS,1.20,1.10,3.60
2021,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,BACHOK,283.70,283.70,5938.01
2021,BUAH-BUAHAN,TEMBIKAI SUSU,NEGERI SEMBILAN,PORT DICKSON,398.36,398.36,9144.95
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,PANTU,0.80,0.40,6.00
2021,BUAH-BUAHAN,TEMBIKAI,PAHANG,LIPIS,0.60,0.60,6.36
2021,BUAH-BUAHAN,TEMBIKAI,SABAH,TELUPID,0.80,0.80,9.20
2021,BUAH-BUAHAN,TEMBIKAI,KEDAH,KUBANG PASU,1.50,1.50,9.50
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SEBAUH,1.00,0.60,9.60
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,PAKAN,1.00,1.00,10.00
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BINTULU,1.00,0.70,10.80
2021,BUAH-BUAHAN,TEMBIKAI,SABAH,RANAU,1.20,1.20,11.40
2021,BUAH-BUAHAN,TEMBIKAI,SABAH,PUTATAN,2.10,1.50,12.10
2021,BUAH-BUAHAN,TEMBIKAI,PERAK,PERAK TENGAH,2.00,2.00,13.50
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SONG,3.00,1.00,15.00
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,DALAT,6.00,1.00,15.00
2021,BUAH-BUAHAN,TEMBIKAI,SABAH,KOTA MARUDU,4.00,4.00,18.70
2021,BUAH-BUAHAN,TEMBIKAI,KEDAH,PADANG TERAP,14.50,14.50,20.09
2021,BUAH-BUAHAN,TEMBIKAI,MELAKA,ALOR GAJAH,1.70,1.30,20.99
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,LAWAS,3.00,1.30,23.40
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,MARUDI,2.10,1.40,25.20
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,PUSA,4.20,2.70,25.80
2021,BUAH-BUAHAN,TEMBIKAI,SABAH,PENAMPANG,1.10,1.10,28.20
2021,BUAH-BUAHAN,TEMBIKAI,SABAH,SOOK,2.40,2.40,31.20
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BELAGA,4.00,2.50,33.00
2021,BUAH-BUAHAN,TEMBIKAI,KEDAH,KUALA MUDA,10.00,10.00,35.00
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BETONG,2.00,2.00,36.00
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,DARO,6.20,5.90,36.90
2021,BUAH-BUAHAN,TEMBIKAI,SABAH,BELURAN,4.00,4.00,40.00
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SIBURAN,6.00,4.00,42.00
2021,BUAH-BUAHAN,TEMBIKAI,SABAH,KINABATANGAN,3.50,3.50,57.00
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,MUKAH,9.20,4.00,60.00
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,MIRI,11.50,6.00,60.00
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,MATU,24.50,6.60,61.60
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BUKIT MABONG,8.90,5.90,63.00
2021,BUAH-BUAHAN,TEMBIKAI,SABAH,KUALA PENYU,4.60,4.60,64.00
2021,BUAH-BUAHAN,TEMBIKAI,SELANGOR,PETALING,3.60,3.60,68.16
2021,BUAH-BUAHAN,TEMBIKAI,NEGERI SEMBILAN,REMBAU,8.00,8.00,72.71
2021,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,HULU TERENGGANU,4.80,4.80,81.70
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,KAPIT,9.00,7.00,83.30
2021,BUAH-BUAHAN,TEMBIKAI,SABAH,KOTA BELUD,5.40,5.20,100.20
2021,BUAH-BUAHAN,TEMBIKAI,KEDAH,LANGKAWI,5.63,5.26,102.21
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SERIAN,11.00,8.30,115.40
2021,BUAH-BUAHAN,TEMBIKAI,SABAH,LAHAD DATU,18.00,18.00,126.50
2021,BUAH-BUAHAN,TEMBIKAI,PAHANG,MARAN,6.60,6.60,141.55
2021,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,KUALA TERENGGANU,7.40,7.40,148.40
2021,BUAH-BUAHAN,TEMBIKAI,SELANGOR,GOMBAK,8.50,8.00,160.75
2021,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,KEMAMAN,15.30,12.90,172.10
2021,BUAH-BUAHAN,TEMBIKAI,SABAH,TUARAN,11.90,11.40,176.80
2021,BUAH-BUAHAN,TEMBIKAI,SABAH,SANDAKAN,10.00,10.00,185.00
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SUBIS,45.70,13.70,216.60
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SAMARAHAN,18.60,18.50,277.50
2021,BUAH-BUAHAN,TEMBIKAI,SABAH,KENINGAU,14.30,14.30,279.60
2021,BUAH-BUAHAN,TEMBIKAI,PERAK,MANJUNG,18.30,18.30,301.00
2021,BUAH-BUAHAN,TEMBIKAI,KEDAH,BANDAR BAHARU,15.00,15.00,318.00
2021,BUAH-BUAHAN,TEMBIKAI,MELAKA,MELAKA TENGAH,21.50,21.40,336.86
2021,BUAH-BUAHAN,TEMBIKAI,KEDAH,POKOK SENA,17.50,17.00,350.00
2021,BUAH-BUAHAN,TEMBIKAI,PAHANG,KUANTAN,38.30,28.20,396.04
2021,BUAH-BUAHAN,TEMBIKAI,SABAH,SIPITANG,20.90,20.90,422.30
2021,BUAH-BUAHAN,TEMBIKAI,PERAK,HULU PERAK,22.10,21.10,430.86
2021,BUAH-BUAHAN,TEMBIKAI,KEDAH,BALING,30.00,30.00,463.80
2021,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,DUNGUN,27.20,24.80,519.60
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SARIKEI,37.50,31.00,546.50
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SIMUNJAN,71.20,44.80,561.50
2021,BUAH-BUAHAN,TEMBIKAI,SABAH,BEAUFORT,48.00,48.00,588.00
2021,BUAH-BUAHAN,TEMBIKAI,PERAK,KUALA KANGSAR,30.00,30.00,600.00
2021,BUAH-BUAHAN,TEMBIKAI,PAHANG,TEMERLOH,43.00,43.00,600.00
2021,BUAH-BUAHAN,TEMBIKAI,PERAK,HILIR PERAK,30.00,30.00,601.80
2021,BUAH-BUAHAN,TEMBIKAI,KELANTAN,GUA MUSANG,46.40,46.40,693.30
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,KABONG,45.00,45.00,704.00
2021,BUAH-BUAHAN,TEMBIKAI,JOHOR,MERSING,49.20,38.20,772.00
2021,BUAH-BUAHAN,TEMBIKAI,SABAH,PAPAR,100.00,100.00,880.00
2021,BUAH-BUAHAN,TEMBIKAI,KEDAH,KULIM,43.00,43.00,931.33
2021,BUAH-BUAHAN,TEMBIKAI,KELANTAN,KUALA KRAI,87.20,60.30,954.64
2021,BUAH-BUAHAN,TEMBIKAI,SABAH,KUDAT,43.00,43.00,1032.00
2021,BUAH-BUAHAN,TEMBIKAI,KELANTAN,TUMPAT,60.13,59.73,1126.23
2021,BUAH-BUAHAN,TEMBIKAI,KEDAH,SIK,76.40,76.10,1289.00
2021,BUAH-BUAHAN,TEMBIKAI,JOHOR,SEGAMAT,75.00,75.00,1342.41
2021,BUAH-BUAHAN,TEMBIKAI,KELANTAN,PASIR MAS,70.95,70.74,1419.13
2021,BUAH-BUAHAN,TEMBIKAI,SABAH,TAWAU,97.20,96.90,1491.20
2021,BUAH-BUAHAN,TEMBIKAI,KELANTAN,TANAH MERAH,79.96,79.16,1493.86
2021,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,KUALA NERUS,84.72,83.52,1524.87
2021,BUAH-BUAHAN,TEMBIKAI,KELANTAN,MACHANG,82.65,82.65,1625.31
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,ASAJAYA,134.70,113.20,1740.80
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,KUCHING,124.60,117.20,2078.40
2021,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,BESUT,127.60,112.10,2251.45
2021,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,MARANG,166.07,158.32,2254.35
2021,BUAH-BUAHAN,TEMBIKAI,PERLIS,PERLIS,104.20,104.20,2271.50
2021,BUAH-BUAHAN,TEMBIKAI,SARAWAK,LUNDU,289.90,136.00,2432.00
2021,BUAH-BUAHAN,TEMBIKAI,JOHOR,JOHOR BAHRU,139.50,139.50,2511.75
2021,BUAH-BUAHAN,TEMBIKAI,KELANTAN,JELI,312.93,183.09,2784.23
2021,BUAH-BUAHAN,TEMBIKAI,KELANTAN,KOTA BHARU,189.74,189.74,3321.22
2021,BUAH-BUAHAN,TEMBIKAI,JOHOR,KLUANG,205.00,205.00,3637.50
2021,BUAH-BUAHAN,TEMBIKAI,NEGERI SEMBILAN,PORT DICKSON,273.30,271.30,5534.18
2021,BUAH-BUAHAN,TEMBIKAI,KELANTAN,PASIR PUTEH,276.20,275.72,5974.69
2021,BUAH-BUAHAN,TEMBIKAI,KEDAH,PENDANG,119.20,119.20,6345.36
2021,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,SETIU,366.70,366.30,6746.25
2021,BUAH-BUAHAN,TEMBIKAI,JOHOR,KOTA TINGGI,348.00,348.00,7684.54
2021,BUAH-BUAHAN,TEMBIKAI,PAHANG,PEKAN,595.60,595.40,9276.20
2021,BUAH-BUAHAN,TEMBIKAI,PAHANG,ROMPIN,869.40,815.40,13386.40
2021,BUAH-BUAHAN,TEMBIKAI,KELANTAN,BACHOK,1057.20,1056.76,19914.90
2022,BUAH-BUAHAN,TEMBIKAI WANGI,PAHANG,ROMPIN,0.20,0.00,0.00
2022,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,BENTONG,0.03,0.03,0.18
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BELURU,0.60,0.00,0.00
2022,BUAH-BUAHAN,TEMBIKAI WANGI,KEDAH,LANGKAWI,0.08,0.08,1.06
2022,BUAH-BUAHAN,TEMBIKAI SUSU,PULAU PINANG,SEBERANG PERAI UTARA,0.20,0.04,1.35
2022,BUAH-BUAHAN,TEMBIKAI SUSU,KEDAH,PADANG TERAP,0.14,0.14,1.35
2022,BUAH-BUAHAN,TEMBIKAI WANGI,SABAH,KOTA KINABALU,0.40,0.30,1.90
2022,BUAH-BUAHAN,TEMBIKAI SUSU,SABAH,BELURAN,0.20,0.20,2.20
2022,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,KEMAMAN,0.40,0.40,2.00
2022,BUAH-BUAHAN,TEMBIKAI WANGI,SABAH,TELUPID,0.20,0.20,2.70
2022,BUAH-BUAHAN,TEMBIKAI WANGI,PAHANG,MARAN,0.50,0.50,3.70
2022,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,MUAR,0.50,0.30,4.10
2022,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,TEMERLOH,0.20,0.20,5.63
2022,BUAH-BUAHAN,TEMBIKAI SUSU,NEGERI SEMBILAN,SEREMBAN,0.36,0.36,8.95
2022,BUAH-BUAHAN,TEMBIKAI WANGI,SABAH,KUALA PENYU,1.50,1.50,7.50
2022,BUAH-BUAHAN,TEMBIKAI SUSU,SABAH,TUARAN,1.90,1.90,6.80
2022,BUAH-BUAHAN,TEMBIKAI SUSU,MELAKA,JASIN,1.80,1.00,12.30
2022,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,GOMBAK,0.60,0.60,14.00
2022,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,PASIR MAS,0.80,0.80,13.70
2022,BUAH-BUAHAN,TEMBIKAI SUSU,KEDAH,KULIM,0.60,0.60,14.99
2022,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,TUMPAT,0.80,0.80,15.13
2022,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,RAUB,1.00,0.40,15.60
2022,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,BERA,1.10,1.00,16.77
2022,BUAH-BUAHAN,TEMBIKAI WANGI,SABAH,KENINGAU,1.40,1.40,16.60
2022,BUAH-BUAHAN,TEMBIKAI WANGI,SABAH,PUTATAN,1.40,1.30,17.60
2022,BUAH-BUAHAN,TEMBIKAI SUSU,KEDAH,SIK,1.50,1.50,20.48
2022,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,HULU PERAK,2.00,2.00,20.00
2022,BUAH-BUAHAN,TEMBIKAI WANGI,SABAH,PENAMPANG,1.10,1.10,25.30
2022,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,KINTA,1.54,1.08,30.86
2022,BUAH-BUAHAN,TEMBIKAI SUSU,PERLIS,PERLIS,8.55,8.55,24.30
2022,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,LIPIS,3.90,3.90,34.05
2022,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,GUA MUSANG,2.00,2.00,41.00
2022,BUAH-BUAHAN,TEMBIKAI SUSU,SABAH,KOTA BELUD,3.10,3.10,41.20
2022,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,PETALING,3.63,2.92,44.48
2022,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,BAGAN DATOK,1.40,1.40,50.70
2022,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,PASIR PUTEH,2.00,2.00,50.00
2022,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,BESUT,10.80,10.80,34.50
2022,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,KUALA NERUS,2.90,2.90,51.20
2022,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,JOHOR BAHRU,3.00,2.85,59.16
2022,BUAH-BUAHAN,TEMBIKAI SUSU,KEDAH,KUBANG PASU,4.20,4.20,69.30
2022,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,MARANG,7.20,7.20,63.50
2022,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,PASIR MAS,3.25,3.25,72.00
2022,BUAH-BUAHAN,TEMBIKAI SUSU,SABAH,SIPITANG,5.50,4.50,72.00
2022,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,SABAK BERNAM,7.10,7.00,76.16
2022,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,KUALA TERENGGANU,6.90,6.90,81.00
2022,BUAH-BUAHAN,TEMBIKAI SUSU,MELAKA,MELAKA TENGAH,5.99,5.64,85.78
2022,BUAH-BUAHAN,TEMBIKAI SUSU,SABAH,SANDAKAN,9.00,9.00,80.00
2022,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,PASIR PUTEH,4.00,4.00,90.00
2022,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,SEPANG,4.00,3.75,90.85
2022,BUAH-BUAHAN,TEMBIKAI SUSU,SABAH,KENINGAU,4.40,4.40,95.00
2022,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,HULU SELANGOR,5.37,4.23,101.51
2022,BUAH-BUAHAN,TEMBIKAI SUSU,NEGERI SEMBILAN,KUALA PILAH,4.80,4.80,107.67
2022,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,KOTA BHARU,6.00,6.00,127.05
2022,BUAH-BUAHAN,TEMBIKAI SUSU,MELAKA,ALOR GAJAH,2.60,2.60,142.08
2022,BUAH-BUAHAN,TEMBIKAI WANGI,SABAH,SOOK,20.00,10.00,121.00
2022,BUAH-BUAHAN,TEMBIKAI SUSU,SABAH,SOOK,30.00,15.00,116.00
2022,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,KUALA SELANGOR,15.20,13.70,162.74
2022,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,BATU PAHAT,18.12,10.85,164.96
2022,BUAH-BUAHAN,TEMBIKAI SUSU,SABAH,KUDAT,8.00,8.00,183.00
2022,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,DUNGUN,8.40,8.40,192.50
2022,BUAH-BUAHAN,TEMBIKAI SUSU,SABAH,BEAUFORT,32.00,16.00,170.00
2022,BUAH-BUAHAN,TEMBIKAI SUSU,SABAH,MATUNGGONG,10.00,10.00,226.00
2022,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,MANJUNG,10.40,10.40,260.20
2022,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,KLANG,20.00,20.00,265.00
2022,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,BACHOK,16.79,16.79,323.00
2022,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,KLUANG,20.00,20.00,350.00
2022,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,SETIU,27.40,27.40,682.40
2022,BUAH-BUAHAN,TEMBIKAI SUSU,SABAH,TAWAU,54.00,54.00,687.40
2022,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,KUALA LANGAT,36.60,35.70,830.61
2022,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,KOTA BHARU,41.65,40.85,864.30
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,DALAT,6.00,0.50,0.50
2022,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,SEGAMAT,78.00,61.00,904.36
2022,BUAH-BUAHAN,TEMBIKAI,SELANGOR,SEPANG,0.30,0.30,0.60
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,LUBOK ANTU,1.00,0.10,1.50
2022,BUAH-BUAHAN,TEMBIKAI SUSU,NEGERI SEMBILAN,PORT DICKSON,134.42,134.42,3088.88
2022,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,BACHOK,219.45,219.45,4122.41
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,TANJUNG MANIS,1.20,1.10,3.60
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,PANTU,0.80,0.40,6.00
2022,BUAH-BUAHAN,TEMBIKAI,SABAH,TELUPID,1.20,1.20,7.20
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BINTULU,0.50,0.50,7.50
2022,BUAH-BUAHAN,TEMBIKAI,SELANGOR,KLANG,0.40,0.40,8.50
2022,BUAH-BUAHAN,TEMBIKAI,NEGERI SEMBILAN,SEREMBAN,0.36,0.36,8.95
2022,BUAH-BUAHAN,TEMBIKAI,PAHANG,LIPIS,2.20,2.20,9.00
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SEBAUH,1.00,0.60,9.60
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,PAKAN,1.00,1.00,10.00
2022,BUAH-BUAHAN,TEMBIKAI,SABAH,KOTA MARUDU,2.80,2.80,12.50
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SONG,3.00,1.00,15.00
2022,BUAH-BUAHAN,TEMBIKAI,PERAK,KERIAN,0.70,0.70,15.90
2022,BUAH-BUAHAN,TEMBIKAI,PAHANG,RAUB,1.19,1.10,18.00
2022,BUAH-BUAHAN,TEMBIKAI,WP LABUAN,WP LABUAN,4.70,2.80,18.40
